,省份,流域,断面名称,监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L),叶绿素α(mg/L),藻密度(cells/L),站点情况
171,湖北省,长江流域,黄腊石,2021-11-16 16:00:00,Ⅱ,20,8.03,8.24,320.5,9,1.28,0.025,0.05,1.48,*,*,正常
172,湖北省,长江流域,乐坪桥,2021-11-16 16:00:00,Ⅰ,13.1,8.33,11.93,239.6,0.9,0.99,0.025,0.012,0.99,*,*,正常
173,湖北省,长江流域,汉南村,2021-11-16 16:00:00,Ⅱ,17.1,8.24,9.48,315.8,18.6,2.46,0.266,0.055,2,*,*,正常
174,湖北省,长江流域,潜江大桥,2021-11-16 16:00:00,Ⅱ,17.5,8.11,9.46,302.2,22.8,1.82,0.171,0.049,2.02,*,*,正常
175,湖北省,长江流域,运粮湖同心队,2021-11-16 12:00:00,Ⅱ,17,7.63,7.7,340.9,60.6,2.84,0.029,0.071,2.02,*,*,正常
176,湖北省,长江流域,岳口,2021-11-16 16:00:00,Ⅱ,17.6,6.66,9.93,319.3,20.3,2.74,0.203,0.067,2.2,*,*,正常
177,湖北省,长江流域,拖市,2021-11-16 16:00:00,Ⅲ,16,7.49,7.26,779.5,14.8,4.77,0.182,0.077,2.7,*,*,正常
178,湖北省,长江流域,朱家河口,2021-11-16 16:00:00,Ⅳ,17.4,7.68,7.76,484.1,116.9,5.11,0.502,0.257,3.54,*,*,正常
179,湖北省,长江流域,沐家泾,2021-11-16 16:00:00,Ⅱ,17.9,7.79,8.64,237.5,26.3,0.64,0.185,0.086,2.84,*,*,正常
180,湖北省,长江流域,江夏湖心,2021-11-16 16:00:00,Ⅲ,16.5,8.66,15.03,211.8,11.7,6.73,0.513,0.047,1.13,0.018,12546960,正常
181,湖北省,长江流域,西梁子湖湖心(南北嘴),2021-11-16 16:00:00,Ⅱ,18.3,7.65,8.96,142.1,15.7,2.51,0.025,0.025,0.75,0.002,3498701,正常
182,天津市,海河流域,曹庄子泵站,2021-11-16 16:00:00,Ⅰ,15.3,8.26,9.99,268.7,4.4,1.89,0.176,0.005,1.75,*,*,正常
183,天津市,海河流域,生产圈闸,2021-11-16 16:00:00,Ⅲ,11.3,8.22,11.72,1598.9,10.3,3.99,0.581,0.062,2.65,*,*,正常
184,天津市,海河流域,土门楼,2021-11-16 16:00:00,劣Ⅴ,10.2,9.03,21.64,958.4,20.9,6.04,0.025,0.182,7.06,*,*,正常
185,天津市,海河流域,尔王庄泵站,2021-11-16 16:00:00,Ⅰ,12.3,8.16,10.53,291.6,5.1,1.6,0.025,0.005,1.56,*,*,正常
186,天津市,海河流域,大套桥,2021-11-16 12:00:00,Ⅳ,9.3,8.8,14.92,750.7,15.2,8.66,0.375,0.154,7.64,*,*,正常
187,天津市,海河流域,黄白桥,2021-11-16 16:00:00,Ⅳ,8.6,7.99,8.26,940.4,23.3,6.16,0.331,0.097,5.22,*,*,正常
188,天津市,海河流域,塘汉公路桥,2021-11-16 16:00:00,Ⅲ,11.7,8.32,8.87,1209,14.8,4.86,0.327,0.101,4.54,*,*,正常
189,天津市,海河流域,海河大闸,2021-11-16 16:00:00,Ⅳ,12.6,8.55,11.03,5792.5,42.7,7.16,0.475,0.091,3.49,*,*,正常
190,天津市,海河流域,北排水河防潮闸,2021-11-16 16:00:00,Ⅲ,13.3,8.23,7.49,3206.5,17.3,5.57,0.147,0.035,2.67,*,*,正常
191,天津市,海河流域,沧浪渠出境,2021-11-16 16:00:00,Ⅳ,10.6,8.67,15.44,4667.2,16.7,7.33,0.025,0.065,3.75,*,*,正常
192,天津市,海河流域,蓟运河防潮闸,2021-11-16 16:00:00,Ⅲ,11.1,7.97,7.65,1135.3,13.6,4.44,0.482,0.126,3.84,*,*,正常
193,天津市,海河流域,青静黄防潮闸,2021-11-16 16:00:00,Ⅳ,11.5,8.34,12.52,6205.9,21.5,7.98,0.197,0.087,3.28,*,*,正常
194,天津市,海河流域,马棚口防潮闸,2021-11-16 16:00:00,Ⅲ,13,7.99,10.72,2054.1,47.2,5.1,0.71,0.089,4.44,*,*,正常
195,天津市,海河流域,团瓢桥,2021-11-16 12:00:00,Ⅳ,9.3,7.89,8.97,--,29.9,5.74,0.12,0.244,4.64,*,*,维护
196,天津市,海河流域,于桥水库库中心,2021-11-16 16:00:00,Ⅱ,9.4,8.13,10.78,565,4,3.26,0.362,0.015,3.99,0.093,6437729,正常
197,天津市,海河流域,于桥水库出口,2021-11-16 16:00:00,Ⅱ,9.9,8.26,11,525.7,4,3,0.31,0.005,3.95,*,*,正常
198,天津市,海河流域,黎河桥,2021-11-16 12:00:00,Ⅱ,9,8.02,11.21,793.3,21.3,1.46,0.071,0.048,12.47,*,*,正常
199,天津市,海河流域,沙河桥,2021-11-16 16:00:00,Ⅱ,9.1,7.73,10.59,765.3,12.8,1.02,0.268,0.05,12.28,*,*,正常
200,天津市,海河流域,西屯桥,2021-11-16 16:00:00,Ⅱ,9.9,8.15,10.69,554.2,8.5,3.3,0.256,0.04,3.45,*,*,正常
201,天津市,海河流域,三岔口,2021-11-16 12:00:00,Ⅱ,12.4,8.24,9.76,650.6,5.5,2.18,0.3,0.06,2.03,*,*,正常
202,天津市,海河流域,北洋桥,2021-11-16 16:00:00,Ⅱ,11.8,8.44,11.1,507.7,4.9,2.59,0.076,0.028,1.84,*,*,正常
203,天津市,海河流域,井冈山桥,2021-11-16 16:00:00,Ⅱ,11.4,8.29,10.79,867.9,9.5,3.88,0.303,0.076,--,*,*,维护
204,天津市,海河流域,大红桥,2021-11-16 16:00:00,Ⅱ,12.8,8.3,10.68,461.3,5.1,2.24,0.08,0.005,1.65,*,*,正常
205,湖南省,长江流域,沿塘,??,,--,--,--,--,--,--,--,--,--,*,*,维护
206,湖南省,长江流域,霞湾,2021-11-16 16:00:00,Ⅱ,18.7,7.02,9.22,262.5,6.4,2.07,0.039,0.056,2.07,*,*,正常
207,湖南省,长江流域,涟水入河口,2021-11-16 16:00:00,Ⅱ,18.3,8.04,10.99,391.6,4.4,2.49,0.025,0.049,1.58,*,*,正常
208,湖南省,长江流域,西阳渡口,2021-11-16 16:00:00,Ⅱ,17.5,7.71,8.52,497,15.4,1.07,0.121,0.044,2.4,*,*,正常
209,湖南省,长江流域,归阳镇,2021-11-16 12:00:00,Ⅱ,19.2,7.79,7.3,179.8,0.9,1.27,0.025,0.026,1.68,*,*,正常
210,湖南省,长江流域,联江村,2021-11-16 12:00:00,Ⅱ,17,7.94,8.76,332.7,3.3,2.56,0.025,0.013,1.61,*,*,正常
211,湖南省,长江流域,舂陵水入湘江口,2021-11-16 12:00:00,Ⅱ,18.8,7.99,7.97,311.2,10.5,2.11,0.026,0.058,2.4,*,*,正常
212,湖南省,长江流域,大河滩,2021-11-16 12:00:00,Ⅱ,17.7,7.43,6.23,279.2,5.2,1.64,0.142,0.042,1.46,*,*,正常
213,湖南省,长江流域,草市镇,2021-11-16 12:00:00,Ⅱ,18,7.33,7.14,163.5,5.9,2.02,0.11,0.028,1.51,*,*,正常
214,湖南省,长江流域,洣水入湘江口,2021-11-16 12:00:00,Ⅱ,18.5,7.71,7.56,201.1,3.6,2.85,0.025,0.03,1.87,*,*,正常
215,湖南省,长江流域,城北水厂,2021-11-16 16:00:00,Ⅱ,18.3,7.54,9.14,206.1,9,2.16,0.114,0.053,1.99,*,*,正常
216,湖南省,长江流域,蒸水入湘江口,2021-11-16 12:00:00,Ⅲ,18.1,7.53,5.95,383.9,10.4,3.89,0.222,0.151,3.6,*,*,正常
217,湖南省,长江流域,桂花渡水厂,2021-11-16 16:00:00,Ⅱ,17.2,7.54,7.3,184.5,13.5,2.03,0.025,0.067,1.86,*,*,正常
218,湖南省,长江流域,塘渡口,2021-11-16 16:00:00,Ⅱ,17.2,7.6,9.38,172.2,20.3,1.27,0.042,0.042,1.83,*,*,正常
219,湖南省,长江流域,窑市,2021-11-16 16:00:00,Ⅱ,16,6.93,9.78,53.6,13.4,0.81,0.025,0.027,1.04,*,*,正常
220,湖南省,长江流域,渡头村,2021-11-16 16:00:00,Ⅱ,15.8,7.5,8.92,214.3,12.1,1.14,0.063,0.055,1.7,*,*,正常
221,湖南省,长江流域,邵水入河口,2021-11-16 16:00:00,Ⅱ,17.9,7.62,8.16,418.1,18.4,2.71,0.121,0.074,3.28,*,*,正常
222,湖南省,长江流域,绥宁河口镇,2021-11-16 16:00:00,Ⅰ,17.2,7.34,8.79,106.7,5.9,1.04,0.028,0.014,1.16,*,*,正常
223,湖南省,长江流域,藕池河东支入境,2021-11-16 16:00:00,Ⅱ,20.8,8.63,12.58,371.1,26.1,2.98,0.025,0.023,1.01,*,*,正常
224,湖南省,长江流域,鹿角,2021-11-16 16:00:00,Ⅳ,18.3,7.38,8.63,269.8,56.2,1.67,0.061,0.077,1.94,0.002,615807,正常
225,湖南省,长江流域,东洞庭湖,2021-11-16 16:00:00,Ⅳ,17.6,7.84,8.38,253.1,13.6,2.13,0.025,0.078,2,0.001,2696060,正常
226,湖南省,长江流域,岳阳楼,2021-11-16 16:00:00,Ⅴ,17.7,7.39,7.29,261,60.3,0.85,0.025,0.117,1.72,0.002,10000,正常
227,湖南省,长江流域,城陵矶,2021-11-16 16:00:00,Ⅲ,17.3,7.83,7.54,301.5,39.8,1.77,0.025,0.114,1.58,*,*,正常
228,湖南省,长江流域,荆江口,2021-11-16 16:00:00,Ⅱ,18.5,7.65,8.22,367,17.8,1.63,0.145,0.067,1.36,*,*,正常
229,湖南省,长江流域,南渡,2021-11-16 16:00:00,Ⅱ,20.1,7.82,12.25,157.2,19.1,2.1,0.135,0.086,1.37,*,*,正常
230,湖南省,长江流域,八仙桥,2021-11-16 16:00:00,,18.2,6.82,9.6,162.3,62.9,--,0.76,--,--,*,*,维护
231,湖南省,长江流域,官垱,2021-11-16 16:00:00,Ⅲ,21.5,7.76,9.54,733.8,42.5,4.69,0.031,0.041,0.59,*,*,正常
232,湖南省,长江流域,坡头,2021-11-16 16:00:00,,18.5,7.47,7.71,212.2,46.4,1.88,--,0.05,2.13,--,*,维护
233,湖南省,长江流域,蒋家嘴,2021-11-16 16:00:00,Ⅳ,18.1,7.34,7.55,227.8,66.9,2,0.655,0.053,0.97,0.004,10903000,正常
234,湖南省,长江流域,窑坡渡,2021-11-16 16:00:00,Ⅱ,18.1,7.66,8.3,298.2,31.1,1.44,0.188,0.02,1.72,*,*,正常
235,湖南省,长江流域,马坡湖,2021-11-16 16:00:00,Ⅱ,19.3,8.25,10.01,356.2,15.1,2.17,0.025,0.049,1.36,*,*,正常
236,湖南省,长江流域,永定澄潭(区水厂),2021-11-16 16:00:00,Ⅱ,16.5,7.83,9.82,263.5,4.3,2.2,0.025,0.005,0.96,*,*,正常
237,湖南省,长江流域,万家嘴,2021-11-16 16:00:00,Ⅱ,19.7,7.23,7.79,178.6,10.1,1.55,0.131,0.085,2.5,0.001,415888,正常
238,湖南省,长江流域,万子湖,2021-11-16 16:00:00,Ⅳ,18.1,7.71,8.15,198.7,92.2,1.75,0.025,0.059,1.39,0.002,687875,正常
239,湖南省,长江流域,南嘴,2021-11-16 16:00:00,Ⅳ,18.4,7.55,8.18,248.7,82.2,2.16,0.025,0.053,2.58,0.006,4652682,正常
240,湖南省,长江流域,小河嘴,2021-11-16 16:00:00,Ⅲ,19,7.72,9.23,199.5,81.2,1.87,0.114,0.043,1.4,0.003,51650800,正常
241,湖南省,长江流域,大通湖,2021-11-16 16:00:00,Ⅳ,18.4,7.84,15.67,343.8,4,2.97,1.247,0.03,1.75,0.006,1274010,正常
242,湖南省,长江流域,坪口,2021-11-16 16:00:00,Ⅱ,18.7,7.92,9.94,248.2,26.8,2.07,0.025,0.07,2.48,*,*,正常
243,湖南省,长江流域,桃谷山,2021-11-16 16:00:00,Ⅱ,17.6,7.48,8.26,150,8.5,1.72,0.025,0.071,2.29,*,*,正常
244,湖南省,长江流域,头山,2021-11-16 16:00:00,Ⅱ,20.7,7.18,7.96,121.1,1,0.56,0.034,0.01,0.67,0.015,1844000,正常
245,湖南省,长江流域,渡口大桥,2021-11-16 16:00:00,Ⅱ,18.6,6.97,8.16,166.7,10.8,2.68,0.088,0.055,1.98,*,*,正常
246,湖南省,长江流域,绿埠头,2021-11-16 16:00:00,Ⅰ,16.9,7.75,9.37,173.2,10,1.01,0.025,0.006,1.69,*,*,正常
247,湖南省,长江流域,双牌水库,2021-11-16 16:00:00,Ⅱ,18.3,6.88,8.16,212.4,8.7,1.08,0.025,0.044,1.41,*,*,正常
248,湖南省,长江流域,托口,2021-11-16 16:00:00,Ⅱ,19.9,7.56,7.85,222.4,2.4,0.73,0.027,0.031,1.18,*,*,正常
249,湖南省,长江流域,五强溪,2021-11-16 16:00:00,Ⅱ,20.4,7.8,8.26,215,2.5,0.92,0.025,0.041,1.28,*,*,正常
250,湖南省,长江流域,铜信溪电站(铜信溪),2021-11-16 16:00:00,Ⅱ,16.6,7.83,9.1,238.7,5.2,0.5,0.078,0.022,1.52,*,*,正常
251,湖南省,长江流域,地阳坪公路大桥,2021-11-16 16:00:00,Ⅱ,16.6,7.22,9.63,61.6,5.4,1.21,0.025,0.054,0.56,*,*,正常
252,湖南省,长江流域,托口渠水,2021-11-16 16:00:00,Ⅱ,19.7,7.76,7.25,191.8,8.6,1.2,0.025,0.051,1.04,*,*,正常
253,湖南省,长江流域,舞水入河口(黔城二水厂),2021-11-16 16:00:00,Ⅱ,18.6,7.89,7.9,347,6,0.99,0.025,0.054,1.96,*,*,正常
254,湖南省,长江流域,鱼市,2021-11-16 16:00:00,Ⅱ,16.1,7.96,8.59,370.9,6,0.92,0.025,0.03,1.5,*,*,正常
255,湖南省,长江流域,溪子口(县水厂),2021-11-16 16:00:00,Ⅱ,20.7,7.92,6.66,290.8,8.6,2.42,0.025,0.027,1.4,*,*,正常
256,湖南省,长江流域,萝卜湾,2021-11-16 16:00:00,Ⅱ,18.7,7.66,7.77,264.6,4.9,1.16,0.043,0.05,1.43,*,*,正常
257,湖南省,长江流域,侯家淇,2021-11-16 16:00:00,Ⅱ,18,7.88,8.17,252.9,5.8,1.63,0.025,0.045,1.38,*,*,正常
258,湖南省,长江流域,球溪,2021-11-16 16:00:00,Ⅱ,17.4,7.59,7.33,218.2,5.7,1.42,0.025,0.04,2.36,*,*,正常
259,湖南省,长江流域,街埠头,2021-11-16 16:00:00,Ⅱ,17.1,7.62,10.31,479.4,9.9,2.62,0.025,0.034,2.81,*,*,正常
260,湖南省,长江流域,浦市上游,2021-11-16 16:00:00,Ⅱ,18,7.66,8.9,213,7.9,1.12,0.026,0.052,1.31,*,*,正常
261,湖南省,长江流域,里耶镇,2021-11-16 16:00:00,Ⅱ,17.3,7.57,7.45,254.6,3.2,2.44,0.025,0.019,1.62,*,*,正常
262,湖南省,长江流域,河溪水文站,2021-11-16 16:00:00,Ⅱ,17.6,7.87,8.04,327.1,29.7,1.38,0.025,0.042,1.82,*,*,正常
263,湖南省,长江流域,江口,2021-11-16 16:00:00,Ⅱ,17.8,7.86,8.03,310.8,5.5,0.71,0.079,0.023,2.08,*,*,正常
264,湖南省,长江流域,凤滩水库,2021-11-16 16:00:00,Ⅱ,20.4,7.76,6.23,294.7,8.2,0.83,0.032,0.011,1.6,*,*,正常
265,湖南省,长江流域,武水汇合口,2021-11-16 16:00:00,Ⅱ,17.7,7.34,8.57,202.5,6.9,0.99,0.029,0.046,1.5,*,*,正常
266,湖南省,长江流域,新港,2021-11-16 16:00:00,Ⅱ,18.6,7.98,8.79,240.3,17,1.64,0.025,0.048,2.26,*,*,正常
267,湖南省,长江流域,捞刀河口,2021-11-16 16:00:00,Ⅱ,19.4,7,7.96,275.5,18.8,1.59,0.044,0.075,2.37,*,*,正常
268,湖南省,长江流域,桔子洲,2021-11-16 16:00:00,Ⅱ,18.7,7.4,8.92,249.9,8.9,2.02,0.084,0.038,1.74,*,*,正常
269,湖南省,长江流域,醴陵王坊,2021-11-16 16:00:00,Ⅲ,17.5,7.35,5.29,413.2,11.3,4.02,0.025,0.088,--,*,*,维护
270,河北省,海河流域,平山桥,2021-11-16 16:00:00,Ⅰ,13.5,8.75,15.99,1158.6,8.5,1.31,0.025,0.016,10.17,*,*,正常
271,河北省,海河流域,兆通,2021-11-16 16:00:00,Ⅱ,13.3,8.89,11.85,279.4,1.8,2.02,0.025,0.012,1.52,*,*,正常
272,河北省,海河流域,大石桥,2021-11-16 16:00:00,Ⅳ,15.4,7.89,7.64,1123.5,19.2,6.3,1.127,0.21,7.93,*,*,正常
273,河北省,海河流域,大黑汀水库,2021-11-16 16:00:00,Ⅱ,12.5,8.12,9.89,572.3,4.7,2.49,0.025,0.044,5.93,*,*,正常
274,河北省,海河流域,涧河口,2021-11-16 16:00:00,Ⅳ,7.5,8.2,10.21,1314.9,14.1,0.8,0.783,0.282,7.96,*,*,正常
275,河北省,海河流域,丰北闸,2021-11-16 16:00:00,Ⅳ,8.3,8.08,13.56,1809.2,9.4,4.45,0.183,0.235,6.06,*,*,正常
276,河北省,海河流域,滦县大桥,2021-11-16 16:00:00,Ⅱ,10.7,8.22,11.02,556.4,10.5,1.89,0.025,0.041,6.15,*,*,正常
277,河北省,海河流域,戴河口,2021-11-16 16:00:00,Ⅱ,8.5,8.61,16.91,894.4,5,2.41,0.025,0.037,9.15,*,*,正常
278,河北省,海河流域,田庄子,2021-11-16 16:00:00,Ⅰ,10.7,8.65,10.98,482.4,3.1,1.08,0.025,0.005,4.92,*,*,正常
279,河北省,海河流域,汤河口,2021-11-16 16:00:00,Ⅱ,7.2,8.04,12.4,882.8,13.3,2.65,0.255,0.051,7.3,*,*,正常
280,河北省,海河流域,洋河口,2021-11-16 16:00:00,Ⅱ,7.9,8.14,12.63,680.4,13.2,3.1,0.025,0.068,8.79,*,*,正常
281,河北省,海河流域,饮马河口,??,,--,--,--,--,--,--,--,--,--,*,*,不具备运行条件
282,河北省,海河流域,新开河口,2021-11-16 16:00:00,Ⅲ,16.5,6.08,7.17,37234.6,8.1,4.39,0.238,0.038,1.35,*,*,正常
283,河北省,海河流域,岳城水库出口,2021-11-16 16:00:00,Ⅳ,15.2,8.14,3.42,621.4,7.1,2.68,0.025,0.005,5.56,*,*,正常
284,河北省,海河流域,曲周,2021-11-16 16:00:00,Ⅲ,12.2,7.94,9.4,946.3,73.1,2.04,0.475,0.111,6.06,*,*,正常
285,河北省,海河流域,艾辛庄,2021-11-16 16:00:00,Ⅲ,12.6,8.57,12.9,1157.5,28.2,5.07,0.127,0.114,6.26,*,*,正常
286,河北省,海河流域,后西吴桥,2021-11-16 16:00:00,Ⅱ,13.2,8.59,11.29,601.3,24.3,1.97,0.125,0.076,5.5,*,*,正常
287,河北省,海河流域,安州,2021-11-16 16:00:00,Ⅱ,12,7.88,9.24,1224,11.5,3.38,0.109,0.064,4.35,*,*,正常
288,河北省,海河流域,膳马庙村北,2021-11-16 16:00:00,Ⅱ,12.7,7.49,9.11,1308,17.7,3.8,0.085,0.075,5.12,*,*,正常
289,河北省,海河流域,北河店,2021-11-16 16:00:00,Ⅰ,10.5,8.35,12.05,663.4,5,1.71,0.025,0.011,7.33,*,*,正常
290,河北省,海河流域,白合,2021-11-16 16:00:00,Ⅱ,11.1,8.58,13.13,604.4,16.6,1,0.038,0.032,6.72,*,*,正常
291,河北省,海河流域,杜里村,2021-11-16 16:00:00,Ⅲ,6.9,8.77,12.3,493.5,36.3,4.2,0.025,0.056,5.52,*,*,正常
292,河北省,海河流域,后城(老),2021-11-16 12:00:00,Ⅳ,4.2,8.33,11.97,515,16.3,0.92,0.162,0.27,5.75,*,*,正常
293,河北省,海河流域,老鸦庄,2021-11-16 16:00:00,Ⅰ,3.2,8.47,15.15,659.2,5.4,1.78,0.025,0.005,12.89,*,*,正常
294,河北省,海河流域,温泉屯,2021-11-16 16:00:00,Ⅱ,4.4,8.26,11,1302.2,49.7,3.93,0.025,0.057,4.39,*,*,正常
295,河北省,海河流域,八号桥,2021-11-16 16:00:00,Ⅲ,4.7,8.35,11.07,1239.7,45.9,4.86,0.055,0.087,3.69,*,*,正常
296,河北省,海河流域,左卫桥,2021-11-16 16:00:00,Ⅱ,6.8,8.66,13.32,866.2,46.7,2.16,0.133,0.065,6.55,*,*,正常
297,河北省,海河流域,大桑园,2021-11-16 16:00:00,Ⅰ,8,8.61,14.02,713.3,9.9,1.57,0.025,0.005,8.77,*,*,正常
298,河北省,海河流域,墙子路,2021-11-16 16:00:00,Ⅰ,7.8,8.52,12.05,490.1,3.6,0.95,0.025,0.005,5.02,*,*,正常
299,河北省,海河流域,兴隆庄,2021-11-16 16:00:00,Ⅲ,4.9,8.48,12.2,458.9,16.5,5.72,0.025,0.039,3.72,*,*,正常
300,河北省,海河流域,大杖子(二),??,,--,--,--,--,--,--,--,--,--,*,*,不具备运行条件
301,河北省,海河流域,大杖子(一),??,,--,--,--,--,--,--,--,--,--,*,*,不具备运行条件
302,河北省,海河流域,三块石,2021-11-16 16:00:00,Ⅰ,7.6,8.74,14.6,1078.1,1.5,1.07,0.025,0.005,6.62,*,*,正常
303,河北省,海河流域,郭家屯,2021-11-16 16:00:00,Ⅳ,1.1,8.44,11.77,410.9,133.4,6.99,0.025,0.057,2.06,*,*,正常
304,河北省,海河流域,上板城大桥,2021-11-16 16:00:00,Ⅱ,5.6,7.89,11.93,667.6,36.9,3.39,0.025,0.088,11.72,*,*,正常
305,河北省,海河流域,党坝,2021-11-16 16:00:00,Ⅱ,6.8,8.71,14.12,776,3.9,1.89,0.025,0.034,9.91,*,*,正常
306,河北省,海河流域,上二道河子,2021-11-16 16:00:00,Ⅰ,8.2,8.56,12.19,544.2,2.5,1.83,0.025,0.005,8.41,*,*,正常
307,河北省,海河流域,唐三营,2021-11-16 16:00:00,Ⅱ,4,8.54,12.51,564.9,10.2,3.98,0.025,0.035,6.38,*,*,正常
308,河北省,海河流域,李台,2021-11-16 16:00:00,Ⅱ,4.4,8.36,12.03,718.3,21,2.8,0.025,0.096,9.42,*,*,正常
309,河北省,辽河流域,甸子,2021-11-16 16:00:00,Ⅰ,8.3,8.61,13.72,315.5,4,1.17,0.025,0.018,6.96,*,*,正常
310,河北省,海河流域,永红桥,2021-11-16 16:00:00,Ⅲ,11.2,8.47,10.94,2631.4,9.4,5.89,0.187,0.064,3.99,*,*,正常
311,河北省,海河流域,四埝村桥,2021-11-16 16:00:00,Ⅳ,9.4,7.76,5.2,13100.7,13.5,6.64,0.63,0.07,2.61,*,*,正常
312,河北省,海河流域,三河东大桥(老),2021-11-16 16:00:00,Ⅲ,7.6,8.48,14.64,667.3,11.7,5.01,0.092,0.071,3.82,*,*,正常
313,河北省,海河流域,大王务(老),2021-11-16 16:00:00,Ⅲ,9,8.39,13.6,773.6,10.8,5.26,0.101,0.017,1.69,*,*,正常
314,河北省,海河流域,大套桥(老),2021-11-16 04:00:00,Ⅲ,23.4,8.05,8.22,0.1,2.2,5.19,0.921,*,*,*,*,正常
315,河北省,海河流域,大王务,2021-11-16 16:00:00,Ⅲ,8.2,8.24,13.17,844.6,5.1,5.41,0.025,0.033,0.8,*,*,正常
316,河北省,海河流域,王家摆,2021-11-16 16:00:00,Ⅲ,9.9,8.7,21.53,1145.4,12.8,4.67,0.025,0.114,9.67,*,*,正常
317,河北省,海河流域,吴村,2021-11-16 16:00:00,Ⅲ,10.2,8.46,15.34,820.9,12.4,4.69,0.193,0.114,7.47,*,*,正常
318,河北省,海河流域,台头,2021-11-16 16:00:00,Ⅲ,10.1,8.49,9.5,862.2,8.3,4.61,0.162,0.035,2.89,*,*,正常
319,河北省,海河流域,桑梓红旗闸,2021-11-16 16:00:00,Ⅲ,8.9,8.82,17.42,681.6,18,5.29,0.025,0.109,4.13,*,*,正常
320,河北省,海河流域,三小营,2021-11-16 16:00:00,劣Ⅴ,8.6,9.16,29.2,1029.3,5.4,5.05,0.025,0.075,6.15,*,*,正常
321,河北省,海河流域,小范桥,2021-11-16 16:00:00,Ⅲ,11.1,8.85,15.32,1766.8,23.9,5.88,0.094,0.065,6.99,*,*,正常
322,河北省,海河流域,大湖心,2021-11-16 16:00:00,Ⅲ,11.6,8.77,10.31,1319.2,23.2,5.18,0.028,0.023,0.41,0.005,7710869,正常
323,河北省,海河流域,南张村,??,,--,--,--,--,--,--,--,--,--,*,*,不具备运行条件
324,河北省,海河流域,采蒲台,2021-11-16 16:00:00,Ⅳ,9.5,8.04,9.02,1142.4,4,6.49,0.025,0.034,0.41,0.008,3906458,正常
325,河北省,海河流域,岗南水库,2021-11-16 12:00:00,Ⅲ,17.6,8.47,5.85,509.9,5.1,2.96,0.05,0.019,4.38,*,*,正常
326,河北省,海河流域,下槐镇,2021-11-16 16:00:00,Ⅱ,9,8.68,11.53,660.1,33.2,1.78,0.029,0.03,4.41,*,*,正常
327,河北省,海河流域,地都,2021-11-16 12:00:00,Ⅱ,12.4,8.04,9.15,1558.5,35.1,1.41,0.357,0.08,6.91,*,*,正常
328,广东省,珠江流域,官坦,2021-11-16 12:00:00,Ⅱ,23.1,7.55,6.21,--,7.9,3.15,0.116,0.058,2.72,*,*,维护
329,广东省,珠江流域,大龙涌口,2021-11-16 12:00:00,Ⅱ,22.6,7.52,6.57,316.5,9.1,1.96,0.136,0.063,2.66,*,*,正常
330,广东省,珠江流域,九龙潭,2021-11-16 12:00:00,Ⅰ,20.7,7.11,8.7,130,9.8,1.08,0.025,0.018,0.97,*,*,正常
331,广东省,珠江流域,增江口,2021-11-16 08:00:00,Ⅱ,23.2,7.07,6.76,236.6,15.7,1.85,0.025,0.056,2.49,*,*,正常
332,广东省,珠江流域,鸦岗,2021-11-16 12:00:00,Ⅳ,22.3,7.41,4.91,564.9,49.8,4.26,0.025,0.174,4.9,*,*,正常
333,广东省,珠江流域,墩头基,2021-11-16 12:00:00,Ⅲ,23.4,7.2,5.61,4132.8,39.2,2.57,0.037,0.055,4.06,*,*,正常
334,广东省,珠江流域,大墩,2021-11-16 16:00:00,Ⅲ,22.6,7.38,6.48,379.7,65.8,3.71,0.088,0.104,3.38,*,*,正常
335,广东省,珠江流域,孔江水库入库口,2021-11-16 16:00:00,Ⅱ,17.5,7.59,9.13,123.1,1.9,1.32,0.066,0.033,0.9,*,*,正常
336,广东省,珠江流域,城口水站,2021-11-16 12:00:00,Ⅱ,17.4,6.89,7.72,46.6,7.6,1.07,0.25,*,*,*,*,正常
337,广东省,珠江流域,十里亭,2021-11-16 12:00:00,Ⅱ,19.8,7.53,8.41,249.9,11.6,1.9,0.025,0.04,1.34,*,*,正常
338,广东省,珠江流域,长坝,2021-11-16 12:00:00,Ⅱ,20.4,7.14,6.88,135.3,6.2,1.98,0.033,0.032,1.1,*,*,正常
339,广东省,珠江流域,三溪桥(乐昌三溪河),2021-11-16 12:00:00,Ⅱ,18.2,8.08,7.63,364.9,5.8,3.57,0.088,0.014,1.8,*,*,正常
340,广东省,珠江流域,高桥,2021-11-16 16:00:00,Ⅱ,20.8,7.71,8.29,249.8,5.3,1.7,0.076,0.042,0.97,*,*,正常
341,广东省,珠江流域,深圳河口(老),2021-11-16 12:00:00,Ⅲ,24.7,7.59,5.2,13244.1,25.5,2.95,0.61,0.005,5.65,*,*,正常
342,广东省,珠江流域,小漠桥,2021-11-16 12:00:00,Ⅲ,25.1,8.62,8.08,41413.8,11.1,2.52,0.542,0.018,1.18,*,*,正常
343,广东省,珠江流域,共和村,2021-11-16 12:00:00,Ⅲ,24.1,7.61,6.43,11724.1,54.6,5.25,0.128,0.14,8.1,*,*,正常
344,广东省,珠江流域,尖峰大桥,2021-11-16 16:00:00,Ⅱ,23.9,7.68,7.79,322.5,41.5,1.67,0.049,0.055,2.03,*,*,正常
